id_solicitud,fecha_solicitud,departamento,zona,tipo_beneficio,canal,nivel_educativo_tutor,num_personas_hogar,ingreso_hogar,puntaje_focalizacion,estado_solicitud,gestor_asignado,tiempo_ciclo_dias,fecha_decision,fecha_entrega,costo_atencion,costo_beneficio,permanencia_escolar,transito_educacion_superior,ingreso_hogar_posterior,satisfaccion_servicio
SOL-00139,2025-06-30,Bolívar,Rural,Computador,Presencial,Secundaria,4,881000,67.2,Aprobada,Gestor_04,17,2025-07-17,2025-07-28,37400,922300.0,0.0,0.0,987000.0,4.0
SOL-00140,2026-01-09,Norte de Santander,Rural,Beca,Digital,Universitario,2,1469000,21.7,Rechazada,Gestor_06,8,2026-01-17,,16300,,0.0,0.0,1547000.0,
SOL-00141,2025-05-10,Norte de Santander,Urbano,Internet,Presencial,Secundaria,5,1162000,55.1,Aprobada,Gestor_08,11,2025-05-21,2025-05-23,41000,333000.0,,0.0,1347000.0,3.0
SOL-00142,2025-07-29,BolÃ­var,Urbano,Biblioteca_digital,Presencial,Primaria,2,813000,80.7,Aprobada,Gestor_11,23,2025-08-21,2025-08-21,36700,52000.0,0.0,0.0,849000.0,3.0
SOL-00143,2026-01-24,Magdalena,Rural,Plan_movil,Presencial,Secundaria,6,1035000,61.0,Rechazada,Gestor_05,9,2026-02-02,,29700,,0.0,0.0,1127000.0,
SOL-00144,2025-03-10,Bolívar,Urbano,Beca,Digital,Tecnico,3,1461000,41.5,Aprobada,Gestor_02,9,2025-03-19,2025-03-27,24900,2377200.0,0.0,0.0,1741000.0,5.0
SOL-00145,2026-02-06,Bolívar,Urbano,Biblioteca_digital,Presencial,Secundaria,6,1459000,43.7,Aprobada,Gestor_09,20,2026-02-26,2026-02-26,31100,64600.0,,0.0,1934000.0,4.0
SOL-00146,2026-03-17,Atlántico,Urbano,Beca,Presencial,Tecnico,4,1144000,55.4,Aprobada,Gestor_11,12,2026-03-29,2026-04-08,32600,1960000.0,0.0,1.0,1366000.0,4.0
SOL-00147,2025-09-18,Cesar,Rural,Biblioteca_digital,Presencial,Secundaria,2,954000,65.8,Aprobada,Gestor_04,22,2025-10-10,2025-10-12,36300,58700.0,,0.0,1112000.0,3.0
SOL-00148,2024-12-31,MAGDALENA,Urbano,Computador,Presencial,Tecnico,2,899000,61.4,Rechazada,Gestor_04,13,2025-01-13,,31700,,1.0,1.0,812000.0,
SOL-00149,2025-12-06,Atlántico,Urbano,Computador,Digital,Secundaria,5,1115000,55.2,Aprobada,Gestor_11,3,2025-12-09,2025-12-24,18100,910300.0,1.0,0.0,1332000.0,5.0
SOL-00150,2025-12-30,Bolívar,Urbano,Plan_movil,Digital,Primaria,7,900000,63.4,Aprobada,Gestor_07,8,2026-01-07,2026-01-11,17100,171500.0,0.0,1.0,,4.0
SOL-00151,2025-03-15,C�rdoba,Urbano,Biblioteca_digital,Digital,Secundaria,2,1176000,68.0,Aprobada,Gestor_10,8,2025-03-23,2025-03-25,6400,50100.0,1.0,0.0,1276000.0,4.0
SOL-00152,2026-06-07,Bol�var,Urbano,Biblioteca_digital,Digital,Primaria,8,846000,73.5,Aprobada,Gestor_14,11,2026-06-18,2026-06-18,15900,58400.0,1.0,0.0,845000.0,3.0
SOL-00153,2025-12-19,Atlántico,Urbano,Plan_movil,Presencial,Universitario,6,1452000,35.0,Aprobada,Gestor_10,18,2026-01-06,2026-01-10,38300,220100.0,1.0,0.0,1553000.0,4.0
SOL-00154,2025-10-29,Magdalena,Urbano,Internet,Digital,Tecnico,4,1281000,58.0,Aprobada,Gestor_06,8,2025-11-06,2025-11-10,18100,339400.0,1.0,0.0,1540000.0,4.0
SOL-00155,2026-05-20,Norte de Santander,Rural,Plan_movil,Presencial,Secundaria,3,1155000,63.1,Rechazada,Gestor_14,11,2026-05-31,,26200,,1.0,1.0,1164000.0,
SOL-00156,2025-01-02,Bolívar,Urbano,Internet,Presencial,Secundaria,2,840000,61.3,Rechazada,Gestor_04,19,2025-01-21,,38600,,0.0,,,
SOL-00157,2026-06-13,La Guajira,Rural,Internet,Digital,Primaria,3,990000,76.8,Aprobada,Gestor_06,10,2026-06-23,2026-06-25,16600,431800.0,,0.0,1149000.0,4.0
SOL-00158,2026-01-29,Sucre,Rural,Beca,Digital,Tecnico,2,1605000,31.9,Rechazada,Gestor_03,13,2026-02-11,,14000,,1.0,0.0,1699000.0,
SOL-00159,2026-05-21,Bolívar,Urbano,Computador,Digital,Secundaria,4,1119000,68.9,Aprobada,Gestor_07,6,2026-05-27,2026-06-10,13300,1279500.0,1.0,0.0,1410000.0,3.0
SOL-00160,2026-03-12,Sucre,Urbano,Biblioteca_digital,Digital,Primaria,7,653000,84.4,Aprobada,Gestor_06,1,2026-03-13,2026-03-14,18200,72100.0,,0.0,715000.0,4.0
SOL-00161,2025-09-29,Bolívar,Urbano,Biblioteca_digital,Digital,Secundaria,6,1016000,64.2,Rechazada,Gestor_03,4,2025-10-03,,14900,,1.0,0.0,1066000.0,
SOL-00162,2026-05-30,La Guajira,Rural,Beca,Presencial,Primaria,4,1100000,62.9,Rechazada,Gestor_01,16,2026-06-15,,25700,,,0.0,953000.0,
SOL-00163,2026-06-06,La Guajira,Urbano,Computador,Digital,Secundaria,3,949000,59.0,Aprobada,Gestor_12,5,2026-06-11,2026-06-23,6700,989500.0,,1.0,1030000.0,5.0
SOL-00164,2024-12-28,Cesar,Urbano,Biblioteca_digital,Digital,Secundaria,2,1115000,71.5,Aprobada,Gestor_10,9,2025-01-06,2025-01-07,15600,65000.0,1.0,1.0,1294000.0,4.0
SOL-00165,2025-01-09,Atlántico,Urbano,Plan_movil,Digital,Primaria,3,869000,70.5,Rechazada,Gestor_05,6,2025-01-15,,11800,,0.0,0.0,885000.0,
SOL-00166,2025-03-10,Córdoba,Urbano,Plan_movil,Digital,Universitario,6,1537000,39.5,Aprobada,Gestor_10,4,2025-03-14,2025-03-17,20100,243200.0,1.0,,1432000.0,4.0
SOL-00167,2025-10-02,Bolívar,Urbano,Computador,Digital,Primaria,8,722000,75.4,Aprobada,Gestor_02,8,2025-10-10,2025-10-27,11800,980400.0,1.0,0.0,859000.0,4.0
SOL-00168,2026-05-25,Atlántico,Urbano,Biblioteca_digital,Digital,Primaria,4,865000,80.7,Aprobada,Gestor_07,4,2026-05-29,2026-05-30,12900,60100.0,1.0,0.0,1022000.0,4.0
SOL-00169,2026-06-10,Atlántico,Rural,Computador,Presencial,Primaria,3,909000,71.7,Aprobada,Gestor_13,13,2026-06-23,2026-07-09,36300,938500.0,1.0,0.0,955000.0,4.0
SOL-00170,2025-11-02,Cesar,Urbano,Computador,Digital,Tecnico,3,1099000,45.7,Aprobada,Gestor_07,8,2025-11-10,2025-11-21,19300,1118400.0,1.0,1.0,1316000.0,3.0
SOL-00171,2025-06-07,La Guajira,Urbano,Computador,Presencial,Secundaria,6,1068000,63.5,Aprobada,Gestor_04,17,2025-06-24,2025-07-02,17800,809600.0,0.0,,1087000.0,5.0
SOL-00172,2026-02-15,Atlántico,Urbano,Biblioteca_digital,Presencial,Secundaria,8,1234000,51.3,Rechazada,Gestor_06,10,2026-02-25,,31400,,1.0,0.0,1209000.0,
SOL-00173,2026-03-20,Cesar,Rural,Internet,Presencial,Primaria,2,779000,77.2,Rechazada,Gestor_01,8,2026-03-28,,48300,,0.0,0.0,901000.0,
SOL-00174,2025-03-19,Bolívar,Urbano,Internet,Presencial,Primaria,8,612000,53.5,Rechazada,Gestor_02,11,2025-03-30,,29200,,0.0,1.0,,
SOL-00175,2025-11-06,La Guajira,Rural,Computador,Presencial,Secundaria,3,1102000,55.2,Aprobada,Gestor_15,8,2025-11-14,2025-11-30,39100,866100.0,1.0,,1318000.0,4.0
SOL-00176,2025-10-04,Atlántico,Urbano,Biblioteca_digital,Presencial,Tecnico,6,1524000,49.4,Aprobada,Gestor_06,13,2025-10-17,2025-10-18,25900,54600.0,0.0,1.0,1643000.0,3.0
SOL-00177,2025-01-19,La Guajira,Urbano,Internet,Presencial,Tecnico,2,1224000,54.0,Aprobada,Gestor_02,16,2025-02-04,2025-02-08,32700,287600.0,1.0,,,4.0
SOL-00178,2026-01-21,Magdalena,Urbano,Internet,Presencial,Primaria,8,1041000,78.8,Aprobada,Gestor_12,15,2026-02-05,2026-02-09,38600,385900.0,,0.0,1228000.0,3.0
SOL-00179,2025-05-27,Norte de Santander,Urbano,Biblioteca_digital,Presencial,Secundaria,8,1035000,48.9,Rechazada,Gestor_12,12,2025-06-08,,31200,,0.0,1.0,926000.0,
SOL-00180,2025-04-06,Atl�ntico,Urbano,Computador,Presencial,Universitario,8,1346000,38.3,Aprobada,Gestor_11,14,2025-04-20,2025-05-06,24800,1071100.0,1.0,1.0,1397000.0,5.0
SOL-00181,2026-05-12,Bolívar,Urbano,Internet,Digital,Secundaria,7,1144000,50.9,Rechazada,Gestor_04,5,2026-05-17,,20300,,1.0,1.0,1293000.0,
SOL-00182,2026-03-04,Atlántico,Rural,Biblioteca_digital,Presencial,Tecnico,2,1177000,49.9,Rechazada,Gestor_04,11,2026-03-15,,36900,,,1.0,971000.0,
SOL-00183,2025-10-29,Norte de Santander,Urbano,Internet,Presencial,Primaria,8,952000,66.2,Aprobada,Gestor_10,16,2025-11-14,2025-11-16,43800,339900.0,1.0,1.0,1086000.0,4.0
SOL-00184,2026-01-23,Córdoba,Urbano,Plan_movil,Presencial,Universitario,7,1551000,23.8,Rechazada,Gestor_09,25,2026-02-17,,24000,,0.0,0.0,1607000.0,
SOL-00185,2026-06-01,Bolívar,Urbano,Beca,Presencial,Tecnico,4,1597000,37.3,Rechazada,Gestor_15,26,2026-06-27,,34100,,1.0,1.0,1555000.0,
SOL-00186,2026-01-10,La Guajira,Urbano,Internet,Digital,Universitario,6,1497000,31.1,Rechazada,Gestor_10,7,2026-01-17,,16600,,1.0,1.0,1558000.0,
SOL-00187,2025-09-09,Sucre�,Urbano,Plan_movil,Presencial,Secundaria,8,1113000,58.4,Aprobada,Gestor_07,18,2025-09-27,2025-09-28,33000,263400.0,,0.0,1261000.0,3.0
SOL-00188,2025-09-13,Cesar,Urbano,Computador,Presencial,Secundaria,2,1155000,64.1,Aprobada,Gestor_14,15,2025-09-28,2025-10-16,26900,808200.0,0.0,0.0,1324000.0,4.0
SOL-00189,2026-02-13,Cesar,Urbano,Biblioteca_digital,Presencial,Universitario,7,1714000,29.9,Rechazada,Gestor_07,15,2026-02-28,,28000,,1.0,1.0,1763000.0,
SOL-00190,2025-04-24,Bolívar,Urbano,Computador,Digital,Secundaria,7,1385000,47.9,Rechazada,Gestor_12,9,2025-05-03,,16400,,1.0,0.0,1505000.0,
SOL-00191,2025-08-02,ATLÁNTICO,Urbano,Computador,Digital,Secundaria,4,1042000,62.2,Rechazada,Gestor_11,3,2025-08-05,,17700,,1.0,0.0,1148000.0,
SOL-00192,2025-02-21,Córdoba,Urbano,Internet,Presencial,Tecnico,5,1355000,30.9,Rechazada,Gestor_01,17,2025-03-10,,24300,,0.0,0.0,1313000.0,
SOL-00193,2025-07-29,Córdoba,Urbano,Plan_movil,Presencial,Tecnico,6,1086000,37.9,Aprobada,Gestor_11,18,2025-08-16,2025-08-17,31000,261500.0,1.0,0.0,1329000.0,4.0
SOL-00194,2025-05-19,La Guajira,Urbano,Beca,Presencial,Universitario,5,1894000,27.1,Rechazada,Gestor_05,10,2025-05-29,,36000,,0.0,0.0,1942000.0,
SOL-00195,2025-12-14,BolÃ­var,Rural,Computador,Digital,Primaria,2,925000,71.5,Aprobada,Gestor_03,9,2025-12-23,2026-01-09,10500,922500.0,1.0,1.0,876000.0,3.0
SOL-00196,2025-03-09,Bolívar,Urbano,Beca,Presencial,Tecnico,6,1522000,31.8,Rechazada,Gestor_03,12,2025-03-21,,34800,,1.0,1.0,,
SOL-00197,2026-04-22,Sucre,Urbano,Computador,Presencial,Tecnico,4,1347000,56.0,Aprobada,Gestor_06,15,2026-05-07,2026-05-15,43400,1071100.0,0.0,,1520000.0,5.0
SOL-00198,2025-03-17,Córdoba,Urbano,Beca,Presencial,Primaria,2,778000,88.2,Aprobada,Gestor_04,21,2025-04-07,2025-04-13,37800,2279300.0,0.0,0.0,779000.0,4.0
SOL-00199,2025-11-22,Córdoba,Rural,Computador,Presencial,Secundaria,6,1035000,78.0,Aprobada,Gestor_08,17,2025-12-09,2025-12-20,40400,1075400.0,0.0,1.0,1162000.0,4.0
SOL-00200,2026-04-05,Sucre,Rural,Computador,Presencial,Secundaria,6,951000,69.2,Rechazada,Gestor_14,17,2026-04-22,,34300,,0.0,,963000.0,
SOL-00201,2025-02-19,La Guajira�,Urbano,Plan_movil,Presencial,Secundaria,5,1064000,56.8,Rechazada,Gestor_04,16,2025-03-07,,37300,,1.0,0.0,,
SOL-00202,2026-03-25,Atlántico,Rural,Biblioteca_digital,Presencial,Universitario,2,1447000,26.7,Rechazada,Gestor_08,10,2026-04-04,,27900,,1.0,0.0,1452000.0,
SOL-00203,2026-06-04,Atlántico,Urbano,Plan_movil,Presencial,Secundaria,4,1346000,56.3,Aprobada,Gestor_14,14,2026-06-18,2026-06-22,36500,221300.0,1.0,0.0,1510000.0,4.0
SOL-00204,2026-04-30,Córdoba,Urbano,Internet,Digital,Tecnico,4,1319000,60.9,Aprobada,Gestor_12,6,2026-05-06,2026-05-09,19800,343400.0,0.0,0.0,1611000.0,4.0
SOL-00205,2025-04-18,cesar,Rural,Computador,Presencial,Universitario,2,1872000,29.1,Rechazada,Gestor_15,16,2025-05-04,,33300,,1.0,1.0,1994000.0,
SOL-00206,2025-06-24,Atlántico,Rural,Internet,Digital,Secundaria,2,1373000,70.2,Aprobada,Gestor_12,1,2025-06-25,2025-06-28,21800,372900.0,1.0,0.0,1592000.0,3.0
SOL-00207,2025-10-19,AtlÃ¡ntico,Urbano,Internet,Digital,Tecnico,7,1062000,54.5,Rechazada,Gestor_04,5,2025-10-24,,15000,,1.0,1.0,1075000.0,
SOL-00208,2026-04-26,La Guajira,Urbano,Plan_movil,Digital,Secundaria,3,1229000,61.5,Rechazada,Gestor_03,5,2026-05-01,,12000,,0.0,0.0,1177000.0,
SOL-00209,2026-04-10,Atlántico,Urbano,Computador,Digital,Tecnico,5,1196000,33.4,Aprobada,Gestor_05,10,2026-04-20,2026-05-07,17000,1070500.0,1.0,0.0,,4.0
SOL-00210,2026-04-23,Atlántico,Urbano,Computador,Presencial,Primaria,2,881000,74.2,Rechazada,Gestor_12,1,2026-04-24,,34000,,1.0,0.0,841000.0,
SOL-00211,2025-03-19,Cesar,Rural,Internet,Presencial,Universitario,2,1610000,31.2,Rechazada,Gestor_13,17,2025-04-05,,22400,,1.0,1.0,1886000.0,
SOL-00212,2025-10-06,La Guajira,Urbano,Plan_movil,Digital,Primaria,3,596000,85.2,Rechazada,Gestor_05,8,2025-10-14,,19500,,0.0,0.0,567000.0,
SOL-00213,2026-06-13,La Guajira,Urbano,Biblioteca_digital,Digital,Secundaria,3,978000,60.2,Aprobada,Gestor_10,8,2026-06-21,2026-06-22,14500,56600.0,1.0,,1088000.0,3.0
SOL-00214,2026-04-27,Bolívar,Urbano,Computador,Presencial,Tecnico,6,1442000,35.3,Rechazada,Gestor_10,10,2026-05-07,,38800,,0.0,,1619000.0,
SOL-00215,2025-07-24,La Guajira�,Urbano,Beca,Presencial,Secundaria,8,1069000,67.9,Aprobada,Gestor_01,20,2025-08-13,2025-08-20,32200,2654700.0,0.0,,1205000.0,4.0
SOL-00216,2026-03-12,Bolívar,Urbano,Plan_movil,Digital,Secundaria,4,948000,58.2,Aprobada,Gestor_15,4,2026-03-16,2026-03-21,13000,243700.0,0.0,0.0,1108000.0,2.0
SOL-00217,2026-01-08,Bolívar,Urbano,Biblioteca_digital,Digital,Secundaria,5,1108000,39.6,Aprobada,Gestor_08,8,2026-01-16,2026-01-17,13000,50000.0,1.0,0.0,1271000.0,3.0
SOL-00218,2025-05-08,Sucre,Rural,Computador,Presencial,Tecnico,6,1091000,47.6,Aprobada,Gestor_08,14,2025-05-22,2025-06-01,20300,898900.0,1.0,0.0,1090000.0,4.0
SOL-00219,2025-07-26,La Guajira,Rural,Internet,Digital,Primaria,2,646000,79.0,Aprobada,Gestor_08,2,2025-07-28,2025-07-30,11900,359000.0,0.0,0.0,,4.0
SOL-00220,2025-10-18,CÓRDOBA,Urbano,Computador,Presencial,Primaria,3,834000,68.3,Aprobada,Gestor_14,22,2025-11-09,2025-11-14,27800,684000.0,1.0,0.0,926000.0,5.0
SOL-00221,2025-01-30,La Guajira,Rural,Plan_movil,Presencial,Secundaria,7,1247000,58.5,Rechazada,Gestor_10,12,2025-02-11,,37100,,0.0,1.0,1287000.0,
SOL-00222,2025-06-16,Cesar,Rural,Internet,Presencial,Secundaria,4,1225000,65.3,Aprobada,Gestor_04,12,2025-06-28,2025-07-01,26700,411700.0,0.0,0.0,1469000.0,5.0
SOL-00223,2025-04-02,Atlántico,Rural,Biblioteca_digital,Presencial,Primaria,6,1109000,77.7,Aprobada,Gestor_13,21,2025-04-23,2025-04-24,27800,52400.0,,0.0,1265000.0,3.0
SOL-00224,2026-01-15,Bolívar,Urbano,Beca,Digital,Secundaria,7,1229000,47.5,Aprobada,Gestor_14,7,2026-01-22,2026-01-30,18600,2632500.0,1.0,0.0,1377000.0,5.0
SOL-00225,2025-10-27,Bolívar,Urbano,Computador,Presencial,Secundaria,4,1058000,70.0,Aprobada,Gestor_09,13,2025-11-09,2025-11-17,27100,1049500.0,1.0,0.0,,5.0
SOL-00226,2025-07-20,Bolívar,Urbano,Internet,Presencial,Primaria,8,842000,88.7,Aprobada,Gestor_10,13,2025-08-02,2025-08-07,38400,412300.0,1.0,0.0,1017000.0,4.0
SOL-00227,2025-02-08,Norte de Santander,Urbano,Beca,Presencial,Secundaria,8,1187000,55.9,Aprobada,Gestor_03,16,2025-02-24,2025-03-05,29200,2308400.0,0.0,,1273000.0,5.0
SOL-00228,2026-02-23,Magdalena,Urbano,Internet,Presencial,Tecnico,7,1179000,29.7,Rechazada,Gestor_07,17,2026-03-12,,35300,,1.0,1.0,1114000.0,
SOL-00229,2025-06-14,Córdoba,Urbano,Plan_movil,Presencial,Primaria,3,1096000,81.2,Rechazada,Gestor_06,11,2025-06-25,,28900,,1.0,0.0,1124000.0,
SOL-00230,2025-07-20,La Guajira,Urbano,Computador,Digital,Secundaria,6,833000,54.6,Aprobada,Gestor_09,9,2025-07-29,2025-08-11,25000,859300.0,1.0,0.0,1008000.0,3.0
SOL-00231,2026-02-08,Sucre,Rural,Internet,Presencial,Secundaria,6,1237000,64.3,Aprobada,Gestor_12,9,2026-02-17,2026-02-17,30900,329700.0,0.0,0.0,1336000.0,4.0
SOL-00232,2025-12-22,Magdalena,Urbano,Computador,Digital,Secundaria,8,993000,77.6,Aprobada,Gestor_14,6,2025-12-28,2026-01-03,17200,1064100.0,1.0,0.0,1145000.0,4.0
SOL-00233,2026-03-15,Cesar�,Urbano,Biblioteca_digital,Presencial,Tecnico,4,1241000,32.6,Rechazada,Gestor_13,24,2026-04-08,,24900,,0.0,1.0,1194000.0,
SOL-00234,2025-08-05,Magdalena,Rural,Internet,Presencial,Secundaria,7,1208000,53.6,Aprobada,Gestor_04,14,2025-08-19,2025-08-21,24600,382100.0,0.0,0.0,1287000.0,3.0
SOL-00235,2026-03-09,Atlántico,Rural,Internet,Presencial,Secundaria,3,1082000,58.4,Rechazada,Gestor_04,14,2026-03-23,,38600,,1.0,0.0,1255000.0,
SOL-00236,2025-12-04,Sucre,Rural,Beca,Presencial,Primaria,2,686000,85.3,Aprobada,Gestor_06,13,2025-12-17,2025-12-23,39700,2397200.0,0.0,1.0,649000.0,4.0
SOL-00237,2025-11-22,Bolívar,Rural,Biblioteca_digital,Digital,Secundaria,6,712000,88.4,Rechazada,Gestor_08,1,2025-11-23,,15700,,0.0,0.0,696000.0,
SOL-00238,2025-03-02,Atlántico,Urbano,Internet,Digital,Secundaria,2,858000,62.0,Aprobada,Gestor_03,3,2025-03-05,2025-03-05,9500,389500.0,1.0,0.0,837000.0,4.0
SOL-00239,2026-06-10,La Guajira,Rural,Computador,Digital,Primaria,3,837000,61.9,Aprobada,Gestor_11,5,2026-06-15,2026-06-19,17500,1113900.0,1.0,0.0,889000.0,3.0
SOL-00240,2026-02-02,Atlántico,Urbano,Computador,Digital,Secundaria,8,1049000,57.2,Aprobada,Gestor_08,9,2026-02-11,2026-02-20,11000,842800.0,1.0,0.0,1266000.0,4.0
SOL-00241,2025-09-30,  Norte de Santander  ,Urbano,Computador,Digital,Universitario,6,1426000,23.8,Rechazada,Gestor_14,6,2025-10-06,,16000,,1.0,1.0,1661000.0,
SOL-00242,2026-01-22,Norte de Santander,Urbano,Biblioteca_digital,Digital,Secundaria,6,1061000,65.8,Aprobada,Gestor_08,6,2026-01-28,2026-01-28,9500,54300.0,,0.0,1082000.0,4.0
SOL-00243,2025-03-17,Córdoba,Urbano,Biblioteca_digital,Digital,Secundaria,7,912000,63.0,Aprobada,Gestor_14,6,2025-03-23,2025-03-24,17900,57300.0,1.0,0.0,1093000.0,4.0
SOL-00244,2025-04-06,Bolívar,Urbano,Biblioteca_digital,Digital,Universitario,2,1674000,21.7,Aprobada,Gestor_14,10,2025-04-16,2025-04-18,15700,56900.0,1.0,1.0,1696000.0,5.0
SOL-00245,2025-05-01,Atlántico,Urbano,Internet,Presencial,Tecnico,8,1555000,38.3,Aprobada,Gestor_07,15,2025-05-16,2025-05-18,27500,434300.0,1.0,,1670000.0,4.0
SOL-00246,2025-02-03,Norte de Santander,Rural,Plan_movil,Presencial,Secundaria,7,1151000,57.1,Aprobada,Gestor_07,14,2025-02-17,2025-02-20,42300,212400.0,0.0,0.0,1332000.0,4.0
SOL-00247,2025-10-29,Magdalena,Urbano,Computador,Digital,Tecnico,5,1327000,43.1,Aprobada,Gestor_05,4,2025-11-02,2025-11-13,18100,761700.0,0.0,0.0,1291000.0,4.0
SOL-00248,2026-03-09,Norte de Santander,Urbano,Computador,Presencial,Tecnico,2,1252000,44.7,Rechazada,Gestor_02,17,2026-03-26,,32700,,1.0,0.0,1231000.0,
SOL-00249,2026-01-22,Norte de Santander,Rural,Computador,Presencial,Secundaria,2,1305000,60.4,Aprobada,Gestor_12,7,2026-01-29,2026-02-11,35600,975400.0,0.0,0.0,,3.0
SOL-00250,2025-01-27,Córdoba,Urbano,Plan_movil,Digital,Secundaria,5,1002000,69.9,Aprobada,Gestor_14,8,2025-02-04,2025-02-07,14100,236100.0,1.0,,,4.0
SOL-00251,2026-03-06,Bolívar,Urbano,Biblioteca_digital,Presencial,Secundaria,3,1483000,56.8,Rechazada,Gestor_15,19,2026-03-25,,35600,,0.0,0.0,,
SOL-00252,2025-07-17,Magdalena,Urbano,Biblioteca_digital,Digital,Universitario,3,1418000,25.7,Rechazada,Gestor_02,11,2025-07-28,,14400,,0.0,0.0,1414000.0,
SOL-00253,2025-03-29,Córdoba,Urbano,Computador,Presencial,Secundaria,6,1198000,49.3,Rechazada,Gestor_13,13,2025-04-11,,32300,,0.0,0.0,1173000.0,
SOL-00254,2025-03-31,BOLÍVAR,Urbano,Internet,Digital,Primaria,4,1073000,73.2,Rechazada,Gestor_12,4,2025-04-04,,10000,,0.0,0.0,1069000.0,
SOL-00255,2026-02-20,Atlántico,Rural,Plan_movil,Presencial,Tecnico,7,1214000,47.0,Rechazada,Gestor_10,18,2026-03-10,,29300,,1.0,0.0,1295000.0,
SOL-00256,2025-01-17,Cesar,Urbano,Plan_movil,Digital,Secundaria,4,1137000,46.2,Aprobada,Gestor_12,2,2025-01-19,2025-01-21,13200,275200.0,0.0,0.0,1310000.0,4.0
SOL-00257,2025-01-03,Norte de Santander,Urbano,Internet,Digital,Primaria,6,960000,72.3,Rechazada,Gestor_08,5,2025-01-08,,17400,,0.0,,1100000.0,
SOL-00258,2026-03-22,La Guajira,Rural,Computador,Digital,Secundaria,4,1092000,69.3,Aprobada,Gestor_11,2,2026-03-24,2026-04-17,16900,954400.0,1.0,1.0,1212000.0,3.0
SOL-00259,2025-02-27,Cesar,Rural,Biblioteca_digital,Presencial,Secundaria,2,1143000,65.2,Aprobada,Gestor_06,14,2025-03-13,2025-03-13,28200,57000.0,1.0,0.0,1138000.0,5.0
SOL-00260,2025-02-18,Atlántico,Urbano,Internet,Presencial,Tecnico,2,1486000,48.0,Aprobada,Gestor_08,9,2025-02-27,2025-02-28,25400,426800.0,0.0,0.0,1399000.0,3.0
SOL-00261,2025-08-27,Cesar,Urbano,Internet,Digital,Primaria,5,768000,80.0,Aprobada,Gestor_03,7,2025-09-03,2025-09-10,5100,322800.0,1.0,0.0,963000.0,4.0
SOL-00262,2025-06-02,Norte de Santander,Urbano,Computador,Digital,Tecnico,5,1573000,40.4,Rechazada,Gestor_01,3,2025-06-05,,16000,,1.0,,1628000.0,
SOL-00263,2025-09-08,Atlantico,Urbano,Computador,Digital,Secundaria,6,866000,54.3,Aprobada,Gestor_13,11,2025-09-19,2025-10-07,19300,1068000.0,1.0,0.0,1005000.0,4.0
SOL-00264,2026-01-13,Cesar,Urbano,Computador,Digital,Primaria,6,950000,85.2,Aprobada,Gestor_06,1,2026-01-14,2026-01-27,14400,827800.0,0.0,0.0,1147000.0,4.0
SOL-00265,2025-12-20,Córdoba,Urbano,Internet,Presencial,Universitario,8,1702000,36.6,Rechazada,Gestor_02,13,2026-01-02,,30900,,0.0,,1799000.0,
SOL-00266,2026-03-23,Sucre,Rural,Biblioteca_digital,Presencial,Secundaria,6,1010000,54.0,Rechazada,Gestor_12,14,2026-04-06,,35900,,1.0,0.0,1152000.0,
SOL-00267,2025-05-08,La Guajira,Urbano,Plan_movil,Digital,Secundaria,2,962000,45.0,Rechazada,Gestor_15,7,2025-05-15,,13100,,1.0,0.0,1060000.0,
SOL-00268,2025-02-07,La Guajira,Urbano,Internet,Digital,Secundaria,4,1090000,54.2,Rechazada,Gestor_09,9,2025-02-16,,17700,,1.0,0.0,,
SOL-00269,2025-09-24,Bolívar,Urbano,Plan_movil,Presencial,Tecnico,7,1365000,49.3,Aprobada,Gestor_05,15,2025-10-09,2025-10-12,39200,253000.0,1.0,0.0,1446000.0,4.0
SOL-00270,2026-04-15,Bolívar,Urbano,Computador,Presencial,Secundaria,8,1072000,54.7,Rechazada,Gestor_05,17,2026-05-02,,34100,,1.0,0.0,1184000.0,
SOL-00271,2026-02-19,Sucre,Urbano,Internet,Digital,Primaria,8,910000,77.6,Aprobada,Gestor_13,6,2026-02-25,2026-03-02,19000,333000.0,,0.0,1067000.0,5.0
SOL-00272,2025-07-12,Sucre,Urbano,Internet,Digital,Primaria,8,1072000,86.4,Aprobada,Gestor_10,11,2025-07-23,2025-07-27,14300,429800.0,0.0,,1121000.0,2.0
SOL-00273,2025-08-09,Córdoba,Rural,Computador,Presencial,Secundaria,6,889000,59.3,Rechazada,Gestor_08,13,2025-08-22,,27500,,1.0,0.0,1042000.0,
SOL-00274,2026-01-06,Córdoba,Urbano,Computador,Presencial,Tecnico,6,1025000,46.9,Aprobada,Gestor_06,7,2026-01-13,2026-01-22,26700,777600.0,1.0,0.0,1152000.0,5.0
SOL-00275,2025-01-29,Cesar,Urbano,Plan_movil,Presencial,Secundaria,2,1047000,65.5,Aprobada,Gestor_03,7,2025-02-05,2025-02-07,37000,224800.0,1.0,1.0,1020000.0,5.0
SOL-00276,2025-08-29,Magdalena,Urbano,Computador,Presencial,Primaria,7,800000,66.3,Aprobada,Gestor_09,11,2025-09-09,2025-09-13,26400,1005100.0,1.0,0.0,959000.0,3.0
SOL-00277,2025-06-06,Sucre,Urbano,Biblioteca_digital,Digital,Primaria,2,815000,68.8,Aprobada,Gestor_10,6,2025-06-12,2025-06-13,18300,55000.0,1.0,0.0,961000.0,4.0
